URL,Version,Status,OIDs,Name,Title,Description,Used
http://id.who.int/icd/release/11/mms,1.0.0,active,,ICD11MMS,International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS),"The International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS) is one of the ICD11 linearizations. Information about the ICD Foundation Component and the ICD11 Linearizations can be found in the complete reference guide here: [https://icd.who.int/icd11refguide/en/index.html](https://icd.who.int/icd11refguide/en/index.html)    ""**The ICD11 Linearizations (Tabular lists)**    A linearization is a subset of the foundation component, that is:    1. fit for a particular purpose: reporting mortality, morbidity, primary care or other uses;     2. composed of entities that are Mutually Exclusive of each other;     3. each entity is given a single parent.    Linearization is similar to the classical print versions of ICD Tabular List (e.g. volume I of ICD-10 or other previous editions). The main linearization of ICD-11 is Mortality and Morbidity Statistics (MMS). Various linearizations could be built at different granularity, use case or other purposes such as for Primary Care, Clinical Care or Research. The linkage from the foundation component to a particular linearization will ensure consistent use of the ICD.""    ICD-11 for Mortality and Morbidity (ICD-11 MMS) can be downloaded in either print or electronic (spreadsheet) format from the  browser in the Info tab located [here](https://icd.who.int/browse11/l-m/en)","ValueSet/ng-hiv-diagnosis-icd11-concepts-vs,ConceptMap/NgHivDiagnosisToICD11"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/ng-results-radiology-observations-vs,ValueSet/ng-hiv-opportunistic-infections-treatment-vs,ValueSet/ng-hiv-pain-scale-vs,ValueSet/ng-hiv-dsd-assessment-status-vs,ValueSet/ng-nutritional-suppliments-provided-vs,ValueSet/ng-hiv-status-vs,ValueSet/ng-pregnancy-expected-delivery-date-method-vs,ValueSet/ng-hiv-viral-load-indication-vs,ValueSet/ng-hiv-reason-for-not-testing-vs,ConceptMap/NgHivLocalToLOINC,ValueSet/observation-codes,ValueSet/ng-hiv-reason-partner-not-notified-vs,ValueSet/ng-hiv-cervical-cancer-treatment-received-vs,ValueSet/ng-hiv-partner-case-closure-status-vs,ValueSet/ng-hiv-reason-not-linked-to-partner-services-vs,ValueSet/ng-tb-screening-type-vs,ValueSet/ng-hiv-edema-presence-vs,ValueSet/ng-hiv-test-result-vs,ValueSet/ng-hiv-reason-for-art-eligibility-vs,ConceptMap/NgHivLOINCToSNOMEDCT,ValueSet/ng-hiv-art-follow-up-status-vs,ValueSet/ng-hiv-dsd-reason-for-category-change-vs,ValueSet/ng-hiv-tracking-vs,ValueSet/ng-family-planning-method-vs,ValueSet/ng-hiv-reason-for-arv-regimen-change-vs,ValueSet/ng-pregnancies-coutcome-vs,ValueSet/ng-tb-diagnostic-test-result-vs,ValueSet/ng-hiv-cd4-vl-classification-for-treatment-failure-vs,ValueSet/ng-hiv-encounter-location-vs,ValueSet/ng-results-laboratory-pathology-observation-vs,ValueSet/ng-pregnancy-place-of-delivery-vs,ValueSet/ng-hiv-plan-for-next-step-vs,ValueSet/ng-tb-tpt-prophylaxis-vs,ValueSet/ng-tb-screening-result-vs,ValueSet/ng-hiv-arv-side-effects-vs,ValueSet/ng-hiv-physical-exam-vs,ValueSet/ng-pregnancy-mode-of-delivery-vs,ValueSet/ng-hiv-opportunistic-infections-vs,ValueSet/ng-hiv-reasons-for-poor-arv-adherence-vs,ValueSet/ng-hiv-test-results-vs,ValueSet/ng-hiv-referral-reason-vs,ValueSet/ng-hiv-reason-partner-not-contacted-vs,ValueSet/ng-children-developmental-milestone-vs,ValueSet/ng-results-radiology-component-vs,ValueSet/ng-hiv-presenting-symptoms-vs,ValueSet/ng-hiv-reason-stopped-art-vs,ValueSet/ng-hiv-test-type-vs,ValueSet/ng-hiv-loinc-concepts,ValueSet/ng-hiv-health-status-vs,ValueSet/ng-hiv-prevention-plan-vs,ValueSet/ng-hiv-reason-index-case-not-interviewed-vs,ValueSet/ng-patient-education-level-value-set,ValueSet/ng-hiv-cervical-cancer-screening-type-vs"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/ng-hiv-plan-for-next-step-vs,ValueSet/ng-tb-tpt-prophylaxis-vs,ValueSet/ng-pregnancy-status-vs,ValueSet/ng-hiv-disclosure-stage-vs,ValueSet/immunization-target-disease,ConceptMap/NgHivLocalToSNOMEDCT,ValueSet/ng-results-specimen-type-vs,ValueSet/ng-hiv-encounter-type-vs,ValueSet/ng-hiv-arv-side-effects-vs,ValueSet/ng-hiv-viral-load-status-vs,ValueSet/ng-hiv-opportunistic-infections-vs,ValueSet/ng-hiv-reasons-for-poor-arv-adherence-vs,ValueSet/ng-hiv-referral-reason-vs,ValueSet/ng-patient-functional-status-vs,ValueSet/body-site,ValueSet/ng-hiv-snomed-ct-concepts,ValueSet/ng-tb-treatment-outcome-vs,ValueSet/procedure-code,ValueSet/ng-nutritional-status-vs,ValueSet/ng-target-population-category-vs,ValueSet/ng-results-radiology-component-vs,ValueSet/ng-hiv-partner-case-closure-status-vs,ValueSet/ng-current-smoking-status-vs,ValueSet/ng-hiv-presenting-symptoms-vs,ValueSet/ng-tb-tpt-alternate-prophylaxis-type-vs,ValueSet/ng-body-site-vs,ValueSet/ng-hiv-edema-presence-vs,ValueSet/ng-hiv-reason-for-art-eligibility-vs,ValueSet/ng-hiv-residential-type-vs,ConceptMap/NgHivLOINCToSNOMEDCT,ValueSet/procedure-category,ValueSet/ng-hiv-cervical-cancer-screened-vs,ValueSet/ng-hiv-prevention-plan-vs,ValueSet/ng-tb-month-ordinals-vs,ValueSet/ng-hiv-tracking-vs,ValueSet/ng-hiv-arv-adherence-vs,ValueSet/ng-tb-tpt-reason-not-eligibile-vs,ValueSet/ng-tb-active-tb-diagnosis-vs,ValueSet/immunization-status-reason,ValueSet/ng-hiv-arv-treatment-vs,ValueSet/ng-results-specimen-collection-method-vs,ValueSet/condition-severity,ValueSet/ng-hiv-encounter-location-vs"
http://terminology.hl7.org/CodeSystem/claim-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1156",ClaimTypeCodes,Claim Type Codes,"This value set includes Claim Type codes.","ValueSet/claim-type"
http://terminology.hl7.org/CodeSystem/condition-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/condition-category"
http://terminology.hl7.org/CodeSystem/condition-clinical,3.0.0,active,"2.16.840.1.113883.4.642.1.1074",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","ValueSet/condition-clinical"
http://terminology.hl7.org/CodeSystem/condition-ver-status,2.0.1,active,"2.16.840.1.113883.4.642.1.1075",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","ValueSet/condition-ver-status"
http://terminology.hl7.org/CodeSystem/coverage-selfpay,1.0.1,active,"2.16.840.1.113883.4.642.1.1148",CoverageSelfPayCodes,Coverage SelfPay Codes,"This value set includes Coverage SelfPay codes.","ValueSet/coverage-type"
http://terminology.hl7.org/CodeSystem/ex-USCLS,1.0.0,draft,"2.16.840.1.113883.4.642.1.1153",USCLSCodes,USCLS Codes,"This value set includes a smattering of USCLS codes.","ValueSet/service-uscls"
http://terminology.hl7.org/CodeSystem/goal-achievement,1.0.1,active,"2.16.840.1.113883.4.642.1.1375",GoalAchievementStatus,Goal achievement status,"Describes the progression, or lack thereof, towards the goal against the target.","ValueSet/goal-achievement"
http://terminology.hl7.org/CodeSystem/goal-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1097",GoalCategory,Goal category,"Codes for grouping goals to use for filtering or presentation.","ValueSet/goal-category"
http://terminology.hl7.org/CodeSystem/goal-priority,1.0.1,active,"2.16.840.1.113883.4.642.1.1096",GoalPriority,Goal priority,"Indicates the level of importance associated with reaching or sustaining a goal.","ValueSet/goal-priority"
http://terminology.hl7.org/CodeSystem/medicationdispense-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1313",MedicationDispense Status Codes,Medication dispense  status  codes,"MedicationDispense Status Codes","ValueSet/medicationdispense-status"
http://terminology.hl7.org/CodeSystem/organization-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1128",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","ValueSet/ng-provider-org-type-vs,ValueSet/ng-insurer-org-type-vs,ValueSet/ng-pharmacy-org-type-vs"
http://terminology.hl7.org/CodeSystem/processpriority,1.0.1,active,"2.16.840.1.113883.4.642.1.1155",ProcessPriorityCodes,Process Priority Codes,"This value set includes the financial processing priority codes.","ValueSet/process-priority"
http://terminology.hl7.org/CodeSystem/provenance-participant-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1131",ProvenanceParticipantType,Provenance participant type,"These codes define the type of participation by an agent in a provenance activity. An agent is something that bears the responsibility identified by the type of participation in the activity taking place, for the existence of an entity, or for another agent's activity. An Agent may be An agent, device, system, organization, group, care-team, or other identifiable thing.","ValueSet/provenance-agent-type"
http://terminology.hl7.org/CodeSystem/service-category,1.1.1,active,"2.16.840.1.113883.4.642.1.1144",ServiceCategory,Service category,"This value set defines an example set of codes that can be used to classify groupings of service-types/specialties.","ValueSet/service-category"
http://terminology.hl7.org/CodeSystem/service-referral-method,1.0.1,active,"2.16.840.1.113883.4.642.1.1142",ReferralMethod,ReferralMethod,"The methods of referral can be used when referring to a specific HealthCareService resource.","ValueSet/service-referral-method"
http://terminology.hl7.org/CodeSystem/service-type,1.1.1,active,"2.16.840.1.113883.4.642.1.1145",ServiceType,Service type,"This value set defines an example set of codes of service-types.","ValueSet/service-type"
http://terminology.hl7.org/CodeSystem/v2-0131,3.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/relatedperson-relationshiptype"
http://terminology.hl7.org/CodeSystem/v2-0443,3.0.0,active,"2.16.840.1.113883.18.283",ProviderRole,providerRole,"Code system of concepts specifying the functional involvement with the activity being transmitted (e.g., Case Manager, Evaluator, Transcriber, Nurse Care Practitioner, Midwife, Physician Assistant, etc.).  Used in HL7 Version 2.x messaging in the ROL segment.","ValueSet/immunization-function"
http://terminology.hl7.org/CodeSystem/v2-0487,3.0.0,active,"2.16.840.1.113883.18.311",SpecimenType,specimenType,"HL7-defined code system of concepts that describe the precise nature of an entity that may be used as the source material for an observation.  This is one of two code systems that are used instead of table 0070 (code system 2.16.840.1.113883.18.28) which conflated specimen types and specimen collection methods.   Used in HL7 Version 2.x messaging in the SPM segment.","ValueSet/ng-tb-screening-specimen-type-vs"
http://terminology.hl7.org/CodeSystem/v3-ActCode,11.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/v3-ActEncounterCode"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/immunization-status-reason"
http://terminology.hl7.org/CodeSystem/v3-ActSite,5.0.0,active,"2.16.840.1.113883.5.1052",ActSite,ActSite,"An anatomical location on an organism which can be the focus of an act.","ValueSet/immunization-site"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/ng-hiv-physical-examination-interpretation-vs"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,4.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/relatedperson-relationshiptype"
http://terminology.hl7.org/CodeSystem/v3-RouteOfAdministration,4.0.0,active,"2.16.840.1.113883.5.112",RouteOfAdministration,RouteOfAdministration,"The path the administered medication takes to get into the body or into contact with the body.","ValueSet/immunization-route"
http://unitsofmeasure.org,3.0.1,active,,UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/units-of-time"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-alert-category-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.2",NgAlertCategoryCS,Nigeria Alert Category Code System,"Categories used to classify alerts represented using the Nigeria Alert Flag profile.","ValueSet/ng-alert-category-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-alert-code-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.3",NgAlertCodeCS,Nigeria Alert Code System,"Common alert types used by Nigerian health information systems and represented using the Nigeria Alert Flag profile.","ValueSet/ng-alert-code-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-atc-medication-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.4",NgATCLocalMedicationCS,NG Local ATC Medication Codes,"Local ATC. Codes are placeholders aligned to common maternal, newborn, and child health needs, plus EPI vaccines.","ValueSet/ng-atc-all-medications-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-bundle-identifier-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.5",NgBundleIdentifierCS,NG Bundle Identifier Codes,"Local CodeSystem defining standard bundle identifiers.","ValueSet/ng-bundle-identifier-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-careplan-activity-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.6",NgCareplanActivityCS,NG CarePlan Activity Codes,"Activities for CarePlan.activity.detail.code.","ValueSet/ng-careplan-activity-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-careplan-category-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.7",NgCareplanCategoryCS,NG CarePlan Category Codes,"Categories for CarePlan.","ValueSet/ng-careplan-category-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-children-developmental-milestone-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.8",NgChildrenDevelopmentalMilestoneCS,Children Developmental Milestone Codes CodeSystem,"Code used for representing the child's developmental milestone.","ValueSet/ng-children-developmental-milestone-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-clinical-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.10",NgClinicalStatusCS,NG Adverse Event CS,"A classification system that represents the current clinical status of an individual who experienced an Adverse Event Following Immunization (AEFI), based on medical observation, investigation, or follow-up assessment.","ValueSet/ng-immunization-clinical-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-device-identifier-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.11",NgDeviceIdentifierCS,NG Electromechanical Medical Device Identifier CS,"Simplified CodeSystem of 50 placeholder identifiers for electromechanical medical devices (vital signs, analyzers, imaging/DICOM, bedside, handheld, IoT).","ValueSet/ng-device-identifier-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-facility-identifier-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.15",NgFacilityIdentifierCS,NG Facility Identifier CS,"This CodeSystem IMMZ.A.DE1 defines placeholder codes to manage Facility identifiers in Nigeria.","ValueSet/ng-facility-identifier-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-facility-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.16",NgFacilityTypeCS,NG Facility Type CS,"A standardized classification system used to describe the type or level of health facility within a healthcare delivery system, based on the scope of services provided, staffing, infrastructure, and administrative role.","ValueSet/ng-facility-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-absent-unknown-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.17",NgHivAbsentUnknownCS,HIV Absent or Unknown CodeSystem,"Codes used for indicating when a value is absent or unknown.","ValueSet/ng-yes-no-vs,ValueSet/ng-hiv-occupation-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-eligibility-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.18",NgHivARTEligibilityStatusCS,HIV Eligility Status for ART Codes,"Observation codes used for indicating patient eligibility for ART.","ValueSet/ng-hiv-art-eligibility-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-follow-up-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.19",NgHivARTFollowUpStatusCS,HIV Follow Up Status CodeSystem,"A list of codes describing the follow up statuses","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToLOINC,ConceptMap/NgHivLocalToSNOMEDCT,ValueSet/ng-hiv-art-follow-up-status-vs,ValueSet/ng-hiv-art-register-outcome-vs,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-monthly-summary-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.20",NgHivArtMonthlySummaryCS,NG HIV ART Monthly Summary Codes,"Indicator, stratifier-dimension and local disaggregation codes for the Nigeria ART Monthly Summary Form revised November 2025.","ValueSet/ng-hiv-art-monthly-interruption-outcome-vs,ValueSet/ng-hiv-art-monthly-crag-age-group-vs,ValueSet/ng-hiv-art-monthly-crag-result-vs,ValueSet/ng-hiv-art-monthly-cervical-screening-result-vs,ValueSet/ng-hiv-art-monthly-cm-result-vs,ValueSet/ng-hiv-art-monthly-cervical-age-group-vs,ValueSet/ng-hiv-art-monthly-mmd-duration-vs,ValueSet/ng-hiv-art-monthly-tb-ahd-age-group-vs,ValueSet/ng-hiv-art-monthly-indicator-vs,ValueSet/ng-hiv-art-monthly-cervical-treatment-type-vs,ValueSet/ng-hiv-art-monthly-cervical-screening-timing-vs,ValueSet/ng-hiv-art-monthly-age-group-vs,ValueSet/ng-hiv-art-monthly-ahd-category-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-cervical-status-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.21",NgHivArtRegisterCervicalStatusCS,NG HIV ART Register Cervical Cancer Screening Status Codes,"Combined cervical-cancer screening workflow statuses printed in column A27 of the National ART Register.","ValueSet/ng-hiv-art-register-cervical-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-cryptococcal-status-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.22",NgHivArtRegisterCryptococcalStatusCS,NG HIV ART Register Cryptococcal Status Codes,"Cryptococcal screening and treatment-state codes printed in column A25 of the National ART Register.","ValueSet/ng-hiv-art-register-cryptococcal-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-dsd-status-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.23",NgHivArtRegisterDsdStatusCS,NG HIV ART Register DSD Status Codes,"Facility- and community-based differentiated-service-delivery model codes printed in column A33 of the National ART Register.","ValueSet/ng-hiv-art-register-dsd-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-hepatitis-status-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.24",NgHivArtRegisterHepatitisStatusCS,NG HIV ART Register Hepatitis Screening Codes,"Hepatitis screening and treatment codes printed in column A28 of the National ART Register.","ValueSet/ng-hiv-art-register-hepatitis-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-regimen-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.25",NgHivArtRegisterRegimenCS,NG HIV ART Register Regimen Codes,"Adult and paediatric first-, second- and third-line ART regimen codes printed on the November 2025 National ART Register.","ValueSet/ng-hiv-art-register-regimen-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-tb-status-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.26",NgHivArtRegisterTbStatusCS,NG HIV ART Register TB Status Codes,"Combined TB screening, diagnostic and treatment status codes printed on column A20 of the National ART Register.","ValueSet/ng-hiv-art-register-tb-status-vs"
