"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: NG HIV Pharmacy Daily Worksheet Column Mapping"
"NgHivPharmacyDailyWorksheet","NgHivPharmacyDailyWorksheet","","","",0,*,"","","","null {[]} {[]}
"NgHivPharmacyDailyWorksheet.entry.extension","NgHivPharmacyDailyWorksheet.entry.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.entry.modifierExtension","NgHivPharmacyDailyWorksheet.entry.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.entry.subject","NgHivPharmacyDailyWorksheet.entry.subject","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://fhir-ig.digitalhealth.gov.ng/StructureDefinition/ng-patient]]}
","Patient reference","Reference to the corresponding Nigeria Core Patient resource, when available.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.subject",0,1,"",""
"NgHivPharmacyDailyWorksheet.entry.serialNumber","NgHivPharmacyDailyWorksheet.entry.serialNumber","","","",1,1,"","","","positiveInt {[]} {[]}
","W1 Serial number","Sequential number assigned to the patient row.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.serialNumber",1,1,"","","W1"
"NgHivPharmacyDailyWorksheet.entry.hospitalNumber","NgHivPharmacyDailyWorksheet.entry.hospitalNumber","","","",0,1,"","","","string {[]} {[]}
","W2 Hospital number","Facility-specific hospital or unit number.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.hospitalNumber",0,1,"","","W2"
"NgHivPharmacyDailyWorksheet.entry.uniqueId","NgHivPharmacyDailyWorksheet.entry.uniqueId","","","",1,1,"","","","string {[]} {[]}
","W3 Unique ID","HIV program client unique identifier.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.uniqueId",1,1,"","","W3"
"NgHivPharmacyDailyWorksheet.entry.patientName","NgHivPharmacyDailyWorksheet.entry.patientName","","","",1,1,"","","","string {[]} {[]}
","W4 Patient name","Patient name recorded surname first.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.patientName",1,1,"","","W4"
"NgHivPharmacyDailyWorksheet.entry.sex","NgHivPharmacyDailyWorksheet.entry.sex","","","",1,1,"","","","Coding {[]} {[]}
","W5–W7 Sex","Client sex represented by the printed male and female columns.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-gender-vs","",,,,"NgHivPharmacyDailyWorksheet.entry.sex",1,1,"","","W5 Male / W6 Female non-pregnant / W7 Female pregnant"
"NgHivPharmacyDailyWorksheet.entry.pregnant","NgHivPharmacyDailyWorksheet.entry.pregnant","","","",0,1,"","","","boolean {[]} {[]}
","W7 Pregnancy status","True when the female-pregnant column is marked. Female non-pregnant is represented by female sex with pregnant set to false.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.pregnant",0,1,"","","W7; false with female sex corresponds to W6"
"NgHivPharmacyDailyWorksheet.entry.ageYears","NgHivPharmacyDailyWorksheet.entry.ageYears","","","",0,1,"","","","integer {[]} {[]}
","W8 Age","Client age in completed years.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.ageYears",0,1,"","","W8"
"NgHivPharmacyDailyWorksheet.entry.dsdModel","NgHivPharmacyDailyWorksheet.entry.dsdModel","","","",0,1,"","","","Coding {[]} {[]}
","W9–W10 DSD model","Facility-based or community-based differentiated-service-delivery model.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-pharmacy-worksheet-dsd-model-vs","",,,,"NgHivPharmacyDailyWorksheet.entry.dsdModel",0,1,"","","W9 Facility-based / W10 Community-based"
"NgHivPharmacyDailyWorksheet.entry.newlyStartedOnArt","NgHivPharmacyDailyWorksheet.entry.newlyStartedOnArt","","","",0,1,"","","","boolean {[]} {[]}
","W11 Newly started on ART","True when ART was initiated at the dispensing visit.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.newlyStartedOnArt",0,1,"","","W11"
"NgHivPharmacyDailyWorksheet.entry.artRefill","NgHivPharmacyDailyWorksheet.entry.artRefill","","","",0,1,"","","","boolean {[]} {[]}
","W12 ART refill","True for ART refill, including transfer-in and restart.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.artRefill",0,1,"","","W12"
"NgHivPharmacyDailyWorksheet.entry.regimenSubstitution","NgHivPharmacyDailyWorksheet.entry.regimenSubstitution","","","",0,1,"","","","boolean {[]} {[]}
","W13 Regimen substitution","True when a drug was replaced because of toxicity, side effect or another substitution reason.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.regimenSubstitution",0,1,"","","W13"
"NgHivPharmacyDailyWorksheet.entry.regimenSwitch","NgHivPharmacyDailyWorksheet.entry.regimenSwitch","","","",0,1,"","","","boolean {[]} {[]}
","W14 Regimen switch","True when the client changed between ART regimen lines.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.regimenSwitch",0,1,"","","W14"
"NgHivPharmacyDailyWorksheet.entry.heiNewlyStartedArvProphylaxis","NgHivPharmacyDailyWorksheet.entry.heiNewlyStartedArvProphylaxis","","","",0,1,"","","","boolean {[]} {[]}
","W15 HEI newly started on ARV prophylaxis","True when an HIV-exposed infant initiated ARV prophylaxis.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.heiNewlyStartedArvProphylaxis",0,1,"","","W15"
"NgHivPharmacyDailyWorksheet.entry.heiArvProphylaxisRefill","NgHivPharmacyDailyWorksheet.entry.heiArvProphylaxisRefill","","","",0,1,"","","","boolean {[]} {[]}
","W16 HEI ARV prophylaxis refill","True when an HIV-exposed infant received a prophylaxis refill.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.heiArvProphylaxisRefill",0,1,"","","W16"
"NgHivPharmacyDailyWorksheet.entry.heiArvProphylaxisRegimen","NgHivPharmacyDailyWorksheet.entry.heiArvProphylaxisRegimen","","","",0,1,"","","","Coding {[]} {[]}
","W17 HEI ARV prophylaxis regimen","Printed prophylaxis code 1, 2 or 3.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-pharmacy-worksheet-arv-prophylaxis-vs","",,,,"NgHivPharmacyDailyWorksheet.entry.heiArvProphylaxisRegimen",0,1,"","","W17"
"NgHivPharmacyDailyWorksheet.entry.occupationalPep","NgHivPharmacyDailyWorksheet.entry.occupationalPep","","","",0,1,"","","","boolean {[]} {[]}
","W18 Occupational PEP","True when ARVs were dispensed for occupational HIV exposure.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.occupationalPep",0,1,"","","W18"
"NgHivPharmacyDailyWorksheet.entry.nonOccupationalPep","NgHivPharmacyDailyWorksheet.entry.nonOccupationalPep","","","",0,1,"","","","boolean {[]} {[]}
","W19 Non-occupational PEP","True when ARVs were dispensed for non-occupational HIV exposure.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.nonOccupationalPep",0,1,"","","W19"
"NgHivPharmacyDailyWorksheet.entry.prepNewlyInitiated","NgHivPharmacyDailyWorksheet.entry.prepNewlyInitiated","","","",0,1,"","","","boolean {[]} {[]}
","W20 PrEP newly initiated","True when a client was newly initiated on PrEP.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.prepNewlyInitiated",0,1,"","","W20"
"NgHivPharmacyDailyWorksheet.entry.prepRefill","NgHivPharmacyDailyWorksheet.entry.prepRefill","","","",0,1,"","","","boolean {[]} {[]}
","W21 PrEP refill","True when a client received a PrEP refill.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.prepRefill",0,1,"","","W21"
"NgHivPharmacyDailyWorksheet.entry.pharmaceuticalCareProvided","NgHivPharmacyDailyWorksheet.entry.pharmaceuticalCareProvided","","","",0,1,"","","","boolean {[]} {[]}
","W22 Pharmaceutical care provided","True when pharmaceutical care was provided during the visit.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.pharmaceuticalCareProvided",0,1,"","","W22"
"NgHivPharmacyDailyWorksheet.entry.currentArvRegimen","NgHivPharmacyDailyWorksheet.entry.currentArvRegimen","","","",0,1,"","","","Coding {[]} {[]}
","W23 ARV regimen code","Current ART regimen code.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-art-register-regimen-vs","",,,,"NgHivPharmacyDailyWorksheet.entry.currentArvRegimen",0,1,"","","W23"
"NgHivPharmacyDailyWorksheet.entry.currentArvRegimenText","NgHivPharmacyDailyWorksheet.entry.currentArvRegimenText","","","",0,1,"","","","string {[]} {[]}
","W23 ARV regimen source text","Source regimen text when a valid ART register code is unavailable.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.currentArvRegimenText",0,1,"","","W23 uncoded source text"
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine","","","",0,*,"","","","BackboneElement {[]} {[]}
","W24–W71 Fixed medicine product dispensed","A quantity recorded under one of the fixed medicine-product columns.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.id","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.extension","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.modifierExtension","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.product","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.product","","","",1,1,"","","","Coding {[]} {[]}
","Worksheet medicine product","The fixed product column under which the quantity was recorded.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-pharmacy-worksheet-medicine-vs","",,,,"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.product",1,1,"","","W24–W71; the Coding.code is the exact printed column identifier"
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.category","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.category","","","",0,1,"","","","Coding {[]} {[]}
","Medicine category","Adult ART, paediatric ART, CTX prophylaxis, TPT, anti-infective or advanced-HIV-disease treatment.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-pharmacy-worksheet-medicine-category-vs","",,,,"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.category",0,1,"",""
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.quantity","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.quantity","","","",1,1,"","","","Quantity {[]} {[]}
","Quantity dispensed","Quantity dispensed using the worksheet reporting unit. Adult and paediatric ARVs are reported in packs, bottles or vials; CTX in tablets; TPT in kits. Other sections should retain the locally recorded unit.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.quantity",1,1,"","","Quantity entered under the selected W24–W71 product column"
"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.note","NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.note","","","",0,1,"","","","string {[]} {[]}
","Dispensing note","Optional note about package size, unit, formulation or another source detail.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.dispensedMedicine.note",0,1,"",""
"NgHivPharmacyDailyWorksheet.entry.nutritionalSupplement","NgHivPharmacyDailyWorksheet.entry.nutritionalSupplement","","","",0,*,"","","","string {[]} {[]}
","W72 Nutritional supplement","Type of nutritional supplement provided.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.nutritionalSupplement",0,*,"","","W72"
"NgHivPharmacyDailyWorksheet.entry.otherMedicine","NgHivPharmacyDailyWorksheet.entry.otherMedicine","","","",0,*,"","","","string {[]} {[]}
","W73 Other OI or non-HIV medicine","Type of medicine provided for another opportunistic infection or non-HIV-related condition.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.entry.otherMedicine",0,*,"","","W73"
"NgHivPharmacyDailyWorksheet.summary","NgHivPharmacyDailyWorksheet.summary","","","",0,3,"","","","BackboneElement {[]} {[]}
","Worksheet summary row","Total for the page, cumulative total for the day or cumulative total for the month.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.summary",0,3,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgHivPharmacyDailyWorksheet.summary.id","NgHivPharmacyDailyWorksheet.summary.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgHivPharmacyDailyWorksheet.summary.extension","NgHivPharmacyDailyWorksheet.summary.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.summary.modifierExtension","NgHivPharmacyDailyWorksheet.summary.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.summary.scope","NgHivPharmacyDailyWorksheet.summary.scope","","","",1,1,"","","","Coding {[]} {[]}
","Summary scope","Page, day or month.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-pharmacy-worksheet-summary-scope-vs","",,,,"NgHivPharmacyDailyWorksheet.summary.scope",1,1,"","","Total for this page / Cumulative for the day / Cumulative for the month"
"NgHivPharmacyDailyWorksheet.summary.columnTotal","NgHivPharmacyDailyWorksheet.summary.columnTotal","","","",0,*,"","","","BackboneElement {[]} {[]}
","Column total","A total for one printed worksheet column.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.summary.columnTotal",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgHivPharmacyDailyWorksheet.summary.columnTotal.id","NgHivPharmacyDailyWorksheet.summary.columnTotal.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgHivPharmacyDailyWorksheet.summary.columnTotal.extension","NgHivPharmacyDailyWorksheet.summary.columnTotal.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.summary.columnTotal.modifierExtension","NgHivPharmacyDailyWorksheet.summary.columnTotal.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgHivPharmacyDailyWorksheet.summary.columnTotal.columnCode","NgHivPharmacyDailyWorksheet.summary.columnTotal.columnCode","","","",1,1,"","","","code {[]} {[]}
","Worksheet column code","Printed column identifier W1 through W73.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.summary.columnTotal.columnCode",1,1,"","","Printed W1–W73 column being totalled"
"NgHivPharmacyDailyWorksheet.summary.columnTotal.value","NgHivPharmacyDailyWorksheet.summary.columnTotal.value","","","",1,1,"","","","decimal {[]} {[]}
","Column total value","Count or quantity total recorded for the selected worksheet column.","","","","","","","","","",,,,,"",,,,"NgHivPharmacyDailyWorksheet.summary.columnTotal.value",1,1,"","","Value in the corresponding bottom summary row"
