URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-lgas-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.88",NgLgasCS,NG LGAs in Nigeria CS,"This CodeSystem defines LGA codes and names mapped to their respective States in Nigeria.","ValueSet/ng-lgas-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-nutritional-screening-result-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.90",NgNutritionalScreeningResultCS,Nutritional Screening Result Codes,"Codes used for representing the patient's nutritional screening result.","ValueSet/ng-nutritional-screening-result-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-nutritional-suppliments-provided-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.91",NgNutritionalSupplimentsProvidedCS,Nutritional Suppliments Provided Codes,"Code used for representing the patient's nutritional suppliments provided.","ValueSet/ng-nutritional-suppliments-provided-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-organization-owner-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.93",NgOrganizationOwnerCS,NG Location Owner CS,"This CodeSystem defines Immunization Location Owner.","ValueSet/ng-organization-owner-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-patient-education-level-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.94",NgPatientEducationLevelCS,HIV Patient Education Level Codes,"Codes used for indicating the patient's highest qualification.","ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-patient-identifier-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.95",NgPatientIdentifierTypeCS,NG Patient Identifier Type CS,"This CodeSystem defines list of options for uniquely Identifting a Client","ValueSet/ng-client-identifier-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-pregnancy-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.97",NgPregnancyStatusCS,NG Client Pregnancy Status CS,"This CodeSystem defines list of options for Pregnancy status of a Client","ValueSet/ng-pregnancy-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-provenance-activity-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.98",NgProvenanceActivityCS,NG Provenance Activity Codes,"Local CodeSystem defining provenance activity codes for data lifecycle operations such as anonymization, de-identification, labeling, creation, and deletion.","ValueSet/ng-provenance-activity-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-relationship-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.99",NgRelationshipsCS,NG Relationships CS,"This CodeSystem defines list of persons related to a patient, but who is not a direct target of care","ValueSet/ng-relationships-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-sibling-health-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.100",NgSiblingHealthStatusCS,NG Health Status CS,"This CodeSystem IMMZ.C.DE30 defines the health of the client's sibling","ValueSet/ng-sibling-health-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-states-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.101",NgStatesCS,NG States in Nigeria CS,"This CodeSystem defines ward codes and names mapped to their respective States in Nigeria.","ValueSet/ng-states-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-tb-screening-diagnostic-test-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.102",NgTBScreeningDiagnosticTestTypeCS,TB Screening Diagnostic Test Type Codes CodeSystem,"A list of codes describing the types of diagnostic tests that can be peformed on the specimen taken during TB screening.","ValueSet/ng-tb-screening-diagnostic-test-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-tb-tpt-prophylaxis-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.105",NgTbTPTProphylaxisTypeCS,TB TPT Prophylaxis Type Codes,"A list of codes describing the TPT prophylaxis type.","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-tb-tpt-prophylaxis-type-vs,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-tb-treatment-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.106",NgTBTreatmentStatusCS,TB Treatment Status Codes CodeSystem,"A list of codes describing the status of TB treatment.","ValueSet/ng-tb-treatment-status-value-set"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-vaccine-icd-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.107",NgVaccineLibraryICD11CS,NG IMMZ.D.DE4 ICD11 Vaccine Library,"ICD11 code Immunization.vaccineCode. Dose/order is not encoded in codes; use protocolApplied.doseNumber[x].","ValueSet/ng-vaccine-icd-vs,ConceptMap/NgVaccineLocal-to-ICD11"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-vaccine-local,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.109",NgVaccineLocalCS,NG IMMZ.D.DE4 Vaccine Local Codes (Dose-labelled),"Locally defined vaccine codes used for data capture and UI labels. Doses are local; external systems map at antigen/product level.","ValueSet/ng-vaccine-local-vs,ConceptMap/NgVaccineLocal-to-SNOMED,ConceptMap/NgVaccineLocal-to-ICD11"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-vaccine-local-to-snomed-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.108",NgVaccineLibrarySnomedCS,NG IMMZ.D.DE4 Vaccine Library (SNOMED CT),"SNOMED-CT code Immunization.vaccineCode. Dose/order is not encoded in codes; use protocolApplied.doseNumber[x].","ValueSet/ng-vaccine-snomed-vs,ConceptMap/NgVaccineLocal-to-SNOMED"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-wards-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.110",NgWardsCS,NG Administrative Wards CS,"This CodeSystem defines ward codes and names mapped to their respective Local Government Areas (LGAs) in Nigeria.","ValueSet/ng-wards-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-who-hiv-concepts-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.114",NgWhoHivConceptsCS,Nigeria Local WHO HIV Concepts,"Local Nigeria CodeSystem containing the subset of WHO SMART HIV concept codes used by the Nigeria HIV terminology mappings. Code values are preserved exactly from the supplied WHO HIV concept list. Full concepts can be found here: https://smart.who.int/hiv/CodeSystem-HIVConcepts.htmlhttps://smart.who.int/hiv/CodeSystem-HIVConcepts.html","ConceptMap/NgHivLocalToWHOHiv,ValueSet/ng-who-hiv-concepts-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-yes-no-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.111",NgYesNoCS,Yes/No Codes,"Yes/No Codes Represented as Boolean.","ValueSet/ng-yes-no-vs,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-local-concepts"
urn:ietf:bcp:47,2.0.1,active,,Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,1.0.1,active,"1.0.3166.2",ISO3166Part2,ISO 3166-2 Codes for the representation of names of countries and their subdivisions — Part 2: Country subdivision code,"ISO 3166-2 establishes a code that represents the names of the principal administrative divisions, or similar areas, of the countries and entities included in ISO 3166-1.","ValueSet/jurisdiction"
